"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"112260","Claremont McKenna College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"112260","Claremont McKenna College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"112260","Claremont McKenna College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"112260","Claremont McKenna College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"114813","Fresno Pacific University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"114813","Fresno Pacific University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"115755","California State Polytechnic University-Humboldt","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"115755","California State Polytechnic University-Humboldt","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"115755","California State Polytechnic University-Humboldt","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"115755","California State Polytechnic University-Humboldt","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"117140","University of La Verne","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"117140","University of La Verne","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"117946","Loyola Marymount University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"117946","Loyola Marymount University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"117946","Loyola Marymount University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"117946","Loyola Marymount University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"119058","Middlebury Institute of International Studies at Monterey","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","69","-2"
"119173","Mount Saint Mary's University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"119173","Mount Saint Mary's University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"119605","National University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"119605","National University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"120254","Occidental College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"120254","Occidental College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"120254","Occidental College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"120254","Occidental College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"120865","Pacific Union College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"120865","Pacific Union College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"120883","University of the Pacific","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"120883","University of the Pacific","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"120883","University of the Pacific","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"121150","Pepperdine University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"121257","Pitzer College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"121257","Pitzer College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"121257","Pitzer College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"121309","Point Loma Nazarene University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"121309","Point Loma Nazarene University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"121345","Pomona College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"121345","Pomona College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"121345","Pomona College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"121345","Pomona College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"121691","University of Redlands","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"121691","University of Redlands","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"121691","University of Redlands","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"121691","University of Redlands","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"122409","San Diego State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","91","-2"
"122409","San Diego State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","21","-2"
"122409","San Diego State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","57","-2"
"122409","San Diego State University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","12","-2"
"122409","San Diego State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","26","-2"
"122409","San Diego State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","17","-2"
"122436","University of San Diego","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"122436","University of San Diego","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"122436","University of San Diego","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","17","-2"
"122436","University of San Diego","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"122597","San Francisco State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","29","-2"
"122597","San Francisco State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","15","-2"
"122597","San Francisco State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","9","-2"
"122597","San Francisco State University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"122597","San Francisco State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"122597","San Francisco State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"122612","University of San Francisco","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"122612","University of San Francisco","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"122612","University of San Francisco","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"122612","University of San Francisco","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"122755","San Jose State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","30","-2"
